timestamps,data,event,trial
2283.087263999507,1.0,right_lick_time,175
2283.276544000022,1.0,right_lick_time,175
2284.0363839995116,1.0,right_lick_time,175
2284.235839999281,1.0,right_lick_time,175
2287.0218559997156,1.0,right_lick_time,176
2287.0982399992645,1.0,right_lick_time,176
2287.2328319996595,1.0,right_lick_time,176
2287.4446399994195,1.0,right_lick_time,176
2289.180159999989,1.0,right_lick_time,176
2292.9747839998454,1.0,right_lick_time,176
2294.6006079996005,1.0,right_lick_time,176
2297.104895999655,,goCue_start_time,176
2297.2308479994535,1.0,right_lick_time,176
2297.4683519992977,1.0,right_lick_time,176
2302.227615999989,1.0,right_lick_time,177
2302.4816639991477,1.0,right_lick_time,177
2306.8482559993863,1.0,right_lick_time,177
2308.8157759997994,1.0,right_lick_time,177
2311.9546240000054,1.0,right_lick_time,177
2312.475424000062,1.0,right_lick_time,177
2321.743839999661,1.0,right_lick_time,177
2323.279232000001,1.0,right_lick_time,177
2332.432031999342,1.0,right_lick_time,177
2343.470623999834,,goCue_start_time,177
2343.6207359991968,1.0,right_lick_time,177
2343.8063359996304,1.0,right_lick_time,177
2348.397727999836,1.0,right_lick_time,178
2352.93884800002,,goCue_start_time,178
2353.0814399998635,1.0,right_lick_time,178
2353.145599999465,1.0,right_lick_time,178
2353.2687359992415,1.0,right_lick_time,178
2361.7877439996228,,goCue_start_time,179
2361.9346880000085,1.0,right_lick_time,179
2362.1234879996628,1.0,right_lick_time,179
2370.8716159993783,,goCue_start_time,180
2371.1610880000517,1.0,right_lick_time,180
2373.892319999635,1.0,right_lick_time,181
2379.8708480000496,,goCue_start_time,181
2380.0241279993206,1.0,right_lick_time,181
2380.2160959998146,1.0,right_lick_time,181
2390.004703999497,,goCue_start_time,182
2390.144543999806,1.0,right_lick_time,182
2390.593247999437,1.0,right_lick_time,182
2393.377663999796,1.0,right_lick_time,183
2396.3379519991577,,goCue_start_time,183
2396.4799359999597,1.0,right_lick_time,183
2396.7199999997392,1.0,right_lick_time,183
2396.9340800000355,1.0,right_lick_time,183
2402.8388799997047,,goCue_start_time,184
2402.977695999667,1.0,right_lick_time,184
2403.1949439998716,1.0,right_lick_time,184
2403.5019519999623,1.0,right_lick_time,184
2407.279743999243,1.0,right_lick_time,185
2408.9934079991654,1.0,right_lick_time,185
2409.2142719998956,1.0,right_lick_time,185
2413.7547519998625,,goCue_start_time,185
2413.9134399993345,1.0,right_lick_time,185
2414.104127999395,1.0,right_lick_time,185
2414.36236799974,1.0,right_lick_time,185
2415.7155519993976,1.0,right_lick_time,185
2422.420639999211,,goCue_start_time,186
2422.7882239995524,1.0,right_lick_time,186
2423.0838719997555,1.0,right_lick_time,186
2428.88889599964,,goCue_start_time,187
2429.0971200000495,1.0,right_lick_time,187
2429.264223999344,1.0,right_lick_time,187
2433.6301440000534,1.0,right_lick_time,188
2433.8717759996653,1.0,right_lick_time,188
2438.1397759998217,,goCue_start_time,188
2438.4820479992777,1.0,right_lick_time,188
2438.737215999514,1.0,right_lick_time,188
2448.1046399995685,,goCue_start_time,189
2448.3003199994564,1.0,right_lick_time,189
2448.4798719994724,1.0,right_lick_time,189
2457.7048639999703,,goCue_start_time,190
2457.8650559997186,1.0,right_lick_time,190
2458.073632000014,1.0,right_lick_time,190
2469.039711999707,,goCue_start_time,191
2469.3759999992326,1.0,right_lick_time,191
2469.6336319996044,1.0,right_lick_time,191
2476.3789119999856,,goCue_start_time,192
2476.527071999386,1.0,right_lick_time,192
2476.715295999311,1.0,right_lick_time,192
2484.2558079995215,,goCue_start_time,193
2484.590911999345,1.0,right_lick_time,193
2484.7943039992824,1.0,right_lick_time,193
2485.0082559995353,1.0,right_lick_time,193
2492.405727999285,,goCue_start_time,194
2492.5921599995345,1.0,right_lick_time,194
2492.76505599916,1.0,right_lick_time,194
2500.248416000046,1.0,right_lick_time,195
2500.4975679991767,1.0,right_lick_time,195
2500.8043199991807,1.0,right_lick_time,195
2508.0548799997196,,goCue_start_time,195
2508.2087999992073,1.0,right_lick_time,195
2508.424991999753,1.0,right_lick_time,195
2508.8175039999187,1.0,right_lick_time,195
2514.338783999905,,goCue_start_time,196
2514.5126399993896,1.0,right_lick_time,196
2514.7199679994956,1.0,right_lick_time,196
2515.108959999867,1.0,right_lick_time,196
2516.078879999928,1.0,right_lick_time,196
2520.9556799996644,,goCue_start_time,197
2521.1364159993827,1.0,right_lick_time,197
2521.1380159994587,1.0,right_reward_delivery_time,197
2521.375519999303,1.0,right_lick_time,197
2521.496095999144,1.0,right_lick_time,197
2521.6644159993157,1.0,right_lick_time,197
2521.825535999611,1.0,right_lick_time,197
2521.9631039993837,1.0,right_lick_time,197
2522.1370559995994,1.0,right_lick_time,197
2522.29350399971,1.0,right_lick_time,197
2522.444127999246,1.0,right_lick_time,197
2522.583839999512,1.0,right_lick_time,197
2522.771199999377,1.0,right_lick_time,197
2522.93654399924,1.0,right_lick_time,197
2523.061375999823,1.0,right_lick_time,197
2523.238783999346,1.0,right_lick_time,198
2523.7473599994555,1.0,right_lick_time,198
2523.9826559992507,1.0,right_lick_time,198
2524.1752959992737,1.0,right_lick_time,198
2524.3299839999527,1.0,right_lick_time,198
2524.507519999519,1.0,right_lick_time,198
2525.05286399927,1.0,right_lick_time,198
2525.2004479998723,1.0,right_lick_time,198
2525.423199999146,1.0,right_lick_time,198
2527.604607999325,,goCue_start_time,198
2527.7278079995885,1.0,right_lick_time,198
2527.9031039997935,1.0,right_lick_time,198
2533.7568639991805,,goCue_start_time,199
2533.8863679999486,1.0,right_lick_time,199
2534.0876799998805,1.0,right_lick_time,199
2540.085119999945,1.0,right_lick_time,200
2540.296319999732,1.0,right_lick_time,200
2545.037727999501,,goCue_start_time,200
2545.1783039998263,1.0,right_lick_time,200
2545.3803519997746,1.0,right_lick_time,200
2556.2103039994836,1.0,right_lick_time,201
2556.480959999375,1.0,right_lick_time,201
2558.6172479996458,1.0,right_lick_time,201
2562.6690879995003,1.0,right_lick_time,201
2571.867071999237,1.0,right_lick_time,201
2572.0223359996453,1.0,right_lick_time,201
2576.387103999965,1.0,right_lick_time,201
2586.2738560000435,,goCue_start_time,201
2586.4136639991775,1.0,right_lick_time,201
2586.6337919998914,1.0,right_lick_time,201
2586.8483839994296,1.0,right_lick_time,201
2590.6864319993183,1.0,right_lick_time,202
2595.487743999809,,goCue_start_time,202
2595.8580479994416,1.0,right_lick_time,202
2596.222431999631,1.0,right_lick_time,202
2603.7716479999945,,goCue_start_time,203
2603.9145919997245,1.0,right_lick_time,203
2603.9170239996165,1.0,right_reward_delivery_time,203
2604.110303999856,1.0,right_lick_time,203
2604.287647999823,1.0,right_lick_time,203
2604.400543999858,1.0,right_lick_time,203
2604.590623999946,1.0,right_lick_time,203
2604.7195199998096,1.0,right_lick_time,203
2604.8631039997563,1.0,right_lick_time,203
2605.024255999364,1.0,right_lick_time,203
2605.18403199967,1.0,right_lick_time,203
2605.3298879992217,1.0,right_lick_time,203
2605.4902079999447,1.0,right_lick_time,203
2605.643007999286,1.0,right_lick_time,203
2605.7907199999318,1.0,right_lick_time,203
2605.9626559996977,1.0,right_lick_time,204
2606.142015999183,1.0,right_lick_time,204
2606.3135359995067,1.0,right_lick_time,204
2606.462336000055,1.0,right_lick_time,204
2606.6030399994925,1.0,right_lick_time,204
2608.5315519999713,1.0,right_lick_time,204
2608.7096959995106,1.0,right_lick_time,204
2613.5388479996473,,goCue_start_time,204
2613.7942399997264,1.0,right_lick_time,204
2623.306655999273,1.0,right_lick_time,205
2623.499455999583,1.0,right_lick_time,205
2627.80566399917,,goCue_start_time,205
2627.953280000016,1.0,right_lick_time,205
2628.1561599997804,1.0,right_lick_time,205
2628.419040000066,1.0,right_lick_time,205
2634.4549119994044,,goCue_start_time,206
2634.594175999984,1.0,right_lick_time,206
2634.7988799996674,1.0,right_lick_time,206
2635.102943999693,1.0,right_lick_time,206
2638.9564159996808,1.0,right_lick_time,207
2642.939807999879,,goCue_start_time,207
2643.065503999591,1.0,right_lick_time,207
2643.252576000057,1.0,right_lick_time,207
2643.5504000000656,1.0,right_lick_time,207
2647.8340159999207,1.0,right_lick_time,208
2651.971679999493,,goCue_start_time,208
2652.1054719993845,1.0,right_lick_time,208
2652.2762879999354,1.0,right_lick_time,208
2659.6661759996787,1.0,right_lick_time,209
2661.2594559993595,1.0,right_lick_time,209
2663.5048960000277,,goCue_start_time,209
2663.64140799921,1.0,right_lick_time,209
2663.643007999286,1.0,right_reward_delivery_time,209
2663.906879999675,1.0,right_lick_time,209
2664.0390719994903,1.0,right_lick_time,209
2664.1735679991543,1.0,right_lick_time,209
2664.342655999586,1.0,right_lick_time,209
2664.467039999552,1.0,right_lick_time,209
2664.6227519996464,1.0,right_lick_time,209
2664.8037119992077,1.0,right_lick_time,209
2664.93084799964,1.0,right_lick_time,209
2665.111455999315,1.0,right_lick_time,209
2665.233919999562,1.0,right_lick_time,209
2665.3931199992076,1.0,right_lick_time,209
2665.563871999271,1.0,right_lick_time,209
2665.7236159993336,1.0,right_lick_time,210
2665.8846399998292,1.0,right_lick_time,210
2666.069119999185,1.0,right_lick_time,210
2666.6231039995328,1.0,right_lick_time,210
2666.7911040000618,1.0,right_lick_time,210
2666.814719999209,1.0,right_lick_time,210
2666.972895999439,1.0,right_lick_time,210
2667.5303039997816,1.0,right_lick_time,210
2667.7641920000315,1.0,right_lick_time,210
2668.0083839995787,1.0,right_lick_time,210
2668.142719999887,1.0,right_lick_time,210
2668.330623999238,1.0,right_lick_time,210
2668.49084799923,1.0,right_lick_time,210
2668.5152319995686,1.0,right_lick_time,210
2670.581183999777,1.0,right_lick_time,210
2670.751232000068,1.0,right_lick_time,210
2675.916127999313,1.0,right_lick_time,210
2676.105567999184,1.0,right_lick_time,210
2676.582207999192,1.0,right_lick_time,210
2676.7740799998865,1.0,right_lick_time,210
2676.9343039998785,1.0,right_lick_time,210
2678.7297919997945,1.0,right_lick_time,210
2682.4969279998913,1.0,right_lick_time,210
2689.3879039995372,,goCue_start_time,210
2689.5417279992253,1.0,right_lick_time,210
2689.7435519993305,1.0,right_lick_time,210
2701.9730879999697,,goCue_start_time,211
2702.236831999384,1.0,right_lick_time,211
2702.60764799919,1.0,right_lick_time,211
2710.505632000044,,goCue_start_time,212
2710.9053759993985,1.0,right_lick_time,212
2710.907007999718,1.0,right_reward_delivery_time,212
2711.081855999306,1.0,right_lick_time,212
2711.222591999918,1.0,right_lick_time,212
2711.39737599995,1.0,right_lick_time,212
2711.5490239998326,1.0,right_lick_time,212
2711.693919999525,1.0,right_lick_time,212
2711.8536000000313,1.0,right_lick_time,212
2712.006143999286,1.0,right_lick_time,212
