start_time,stop_time,animal_response,rewarded_historyL,rewarded_historyR,delay_start_time,goCue_start_time,reward_outcome_time,bait_left,bait_right,base_reward_probability_sum,reward_probabilityL,reward_probabilityR,reward_random_number_left,reward_random_number_right,left_valve_open_time,right_valve_open_time,block_beta,block_min,block_max,min_reward_each_block,delay_beta,delay_min,delay_max,delay_duration,ITI_beta,ITI_min,ITI_max,ITI_duration,response_duration,reward_consumption_duration,reward_delay,auto_waterL,auto_waterR,laser_on_trial,laser_wavelength,laser_location,laser_1_power,laser_2_power,laser_on_probability,laser_duration,laser_condition,laser_condition_probability,laser_start,laser_start_offset,laser_end,laser_end_offset,laser_protocol,laser_frequency,laser_rampingdown,laser_pulse_duration,session_wide_control,fraction_of_session,session_start_with,session_alternation,minimum_opto_interval,auto_train_engaged,auto_train_curriculum_name,auto_train_curriculum_version,auto_train_curriculum_schema_version,auto_train_stage,auto_train_stage_overridden,lickspout_position_x,lickspout_position_y,lickspout_position_z,reward_size_left,reward_size_right
6574815.571488,6574823.49648,0.0,False,False,6574819.297504,6574821.298336,6574821.481984,False,True,0.45,0.3375,0.1125,0.5019947721380149,0.4268817916334451,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,3.717438166940598,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9579.5,3.0,3.0
6574823.502528,6574833.59648,0.0,False,False,6574829.213504,6574831.2152,6574831.593984,False,True,0.45,0.3375,0.1125,0.9640456974909511,0.33149578925431844,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,5.705370487831312,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9580.0,3.0,3.0
6574833.603488,6574840.247488,0.0,False,False,6574836.046496,6574838.049088,6574838.24,False,True,0.45,0.3375,0.1125,0.9382149441638152,0.0022517705001422472,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.4354991405057547,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9580.0,3.0,3.0
6574840.254496,6574847.146496,0.0,False,False,6574842.913504,6574844.916384,6574845.132992,False,True,0.45,0.3375,0.1125,0.6576410666226339,0.07083410018934455,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.6543698277604078,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9579.5,3.0,3.0
6574847.153504,6574859.947488,0.0,False,False,6574855.763488,6574857.767232,6574857.942976,False,True,0.45,0.3375,0.1125,0.8061917771130737,0.7411662507946747,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,8.607706367742562,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9580.0,3.0,3.0
6574859.953504,6574869.963488,0.0,False,False,6574865.78048,6574867.781088,6574867.945984,False,True,0.45,0.3375,0.1125,0.5583831122537363,0.4689953730413656,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,5.827482529936585,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9580.0,3.0,3.0
6574869.973504,6574877.88048,1.0,False,True,6574873.563488,6574875.566336,6574875.869984,True,True,0.45,0.3375,0.1125,0.0601870964001483,0.5509423167616836,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,3.5974921914584024,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9579.5,3.0,3.0
6574877.887488,6574889.546496,0.0,True,False,6574885.247488,6574887.24816,6574887.54,True,False,0.45,0.3375,0.1125,0.6612922276876555,0.28611131469850115,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,7.357862827968113,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9580.0,3.0,3.0
6574889.553504,6574899.747488,0.0,False,False,6574891.663488,6574897.582368,6574897.732992,False,False,0.45,0.3375,0.1125,0.7256659421254787,0.1491788698589066,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.1130366600448736,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9580.0,3.0,3.0
6574899.753504,6574908.38048,0.0,True,False,6574904.213504,6574906.215232,6574906.372,True,False,0.45,0.3375,0.1125,0.07224209508248314,0.7600760466064429,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,4.465154497812274,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9580.0,3.0,3.0
6574908.386496,6574924.814496,0.0,False,False,6574911.963488,6574922.600352,6574922.8,False,False,0.45,0.3375,0.1125,0.7826724927287778,0.9435170627991925,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,3.5702759184237345,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9579.5,3.0,3.0
6574924.82048,6574942.830496,0.0,True,False,6574930.697504,6574940.666144,6574940.814976,True,False,0.45,0.3375,0.1125,0.055102031029730325,0.3489530278171431,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,5.869459050860391,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9579.5,3.0,3.0
6574942.837504,6574951.497504,0.0,False,False,6574947.297504,6574949.298336,6574949.482976,False,False,0.45,0.3375,0.1125,0.8841749292993197,0.6543089646002822,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,4.4599074502860345,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9579.5,3.0,3.0
6574951.503488,6574978.013504,0.0,False,False,6574961.497504,6574975.832288,6574975.997984,False,False,0.45,0.225,0.225,0.4674218451868858,0.39539544427005924,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,10.0,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9579.5,3.0,3.0
6574978.019488,6574985.297536,0.0,True,False,6574981.147488,6574983.148192,6574983.292992,True,True,0.45,0.225,0.225,0.1447248935942308,0.10247425003735555,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,3.1333428080386154,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9580.0,3.0,3.0
6574985.30448,6574999.113504,0.0,False,False,6574994.98048,6574996.981344,6574997.102976,False,True,0.45,0.225,0.225,0.9795059896485292,0.5341402947246175,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,9.670426025739586,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9579.5,3.0,3.0
