start_time,stop_time,animal_response,rewarded_historyL,rewarded_historyR,delay_start_time,goCue_start_time,reward_outcome_time,bait_left,bait_right,base_reward_probability_sum,reward_probabilityL,reward_probabilityR,reward_random_number_left,reward_random_number_right,left_valve_open_time,right_valve_open_time,block_beta,block_min,block_max,min_reward_each_block,delay_beta,delay_min,delay_max,delay_duration,ITI_beta,ITI_min,ITI_max,ITI_duration,response_duration,reward_consumption_duration,reward_delay,auto_waterL,auto_waterR,laser_on_trial,laser_wavelength,laser_location,laser_1_power,laser_2_power,laser_on_probability,laser_duration,laser_condition,laser_condition_probability,laser_start,laser_start_offset,laser_end,laser_end_offset,laser_protocol,laser_frequency,laser_rampingdown,laser_pulse_duration,session_wide_control,fraction_of_session,session_start_with,session_alternation,minimum_opto_interval,auto_train_engaged,auto_train_curriculum_name,auto_train_curriculum_version,auto_train_curriculum_schema_version,auto_train_stage,auto_train_stage_overridden,lickspout_position_x,lickspout_position_y,lickspout_position_z,reward_size_left,reward_size_right
6574999.12048,6575008.513504,0.0,False,False,6575001.514496,6575006.332224,6575006.502976,False,True,0.45,0.225,0.225,0.5424160577531072,0.13555422490792657,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.395670089570714,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9579.5,3.0,3.0
6575008.519488,6575016.163488,0.0,True,False,6575012.013504,6575014.015136,6575014.144992,True,True,0.45,0.225,0.225,0.20172268525205606,0.019494716787016197,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,3.499411223542596,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9579.5,3.0,3.0
6575016.169504,6575022.930496,0.0,True,False,6575018.763488,6575020.765376,6575020.918976,True,True,0.45,0.225,0.225,0.2092823099876513,0.20831172527261688,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.588640446187769,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9579.5,3.0,3.0
6575022.935488,6575031.363488,0.0,False,False,6575027.197504,6575029.199232,6575029.346976,False,True,0.45,0.225,0.225,0.47217122278084755,0.8169004611240316,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,4.251808402897911,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9579.5,3.0,3.0
6575031.369504,6575038.697504,0.0,False,False,6575034.530496,6575036.53216,6575036.689984,False,True,0.45,0.225,0.225,0.5673291438059634,0.48107670547843984,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,3.1576277666387282,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9580.0,3.0,3.0
6575038.703488,6575045.897504,0.0,False,False,6575041.58048,6575043.5824,6575043.892,False,True,0.45,0.225,0.225,0.2714932437419013,0.7572253429553065,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.8739363074979263,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4651.5,14390.5,9580.0,3.0,3.0
6575045.90448,6575053.097504,0.0,False,False,6575048.863488,6575050.86624,6575051.092,False,True,0.45,0.225,0.225,0.8212272376581726,0.35603027609989424,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.963770936024778,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9580.0,3.0,3.0
6575053.107488,6575069.930496,0.0,False,False,6575058.297504,6575067.598336,6575067.918976,False,True,0.45,0.225,0.225,0.34986298026244533,0.08329627244985394,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,5.18534411792357,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9580.0,3.0,3.0
6575069.937504,6575076.730496,0.0,False,False,6575072.547488,6575074.549248,6575074.713984,False,True,0.45,0.225,0.225,0.4183577244991634,0.47255150335238283,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.603709542134886,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4651.5,14391.0,9580.0,3.0,3.0
6575076.73648,6575093.097504,0.0,False,False,6575081.98048,6575090.882336,6575091.078976,False,True,0.45,0.225,0.225,0.8476122607620726,0.9583945917264125,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,5.2361828083703585,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4651.5,14391.0,9580.0,3.0,3.0
6575093.10448,6575099.98448,0.0,False,False,6575095.830496,6575097.832256,6575097.972,False,True,0.45,0.225,0.225,0.367625749623814,0.452607533733308,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.72945435598327,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9580.0,3.0,3.0
6575099.991488,6575108.297504,0.0,False,False,6575104.130496,6575106.136096,6575106.288992,False,True,0.45,0.225,0.225,0.6271435640396442,0.4046570860436389,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,4.136835946350462,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9579.5,3.0,3.0
6575108.30448,6575120.347488,1.0,False,True,6575116.047488,6575118.049248,6575118.332992,False,True,0.45,0.225,0.225,0.3451840418372655,0.6699929922157288,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,7.747214186344939,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4651.5,14390.5,9579.5,3.0,3.0
6575120.353504,6575132.363488,1.0,False,False,6575122.747488,6575130.215424,6575130.361984,False,False,0.45,0.225,0.225,0.8314815819560417,0.8551700101603906,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.3992704400459415,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9579.5,3.0,3.0
6575132.369504,6575138.630496,0.0,False,False,6575134.497504,6575136.49936,6575136.616992,False,True,0.45,0.225,0.225,0.5555124406954568,0.15820310205028865,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.1175600554749794,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4651.5,14390.5,9580.0,3.0,3.0
6575138.63648,6575149.297504,0.0,False,False,6575144.997504,6575146.998176,6575147.292992,False,True,0.45,0.225,0.225,0.3319388711909985,0.17915323264450422,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,6.352997384966368,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4651.5,14391.0,9579.5,3.0,3.0
6575149.303488,6575160.697504,1.0,False,True,6575156.38048,6575158.382368,6575158.68,False,True,0.45,0.225,0.225,0.552182018954385,0.5428177009090218,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,7.075591790211499,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4651.5,14390.5,9580.0,3.0,3.0
6575160.70448,6575175.713504,2.0,False,False,6575170.697504,6575172.698144,6575173.696,False,False,0.45,0.225,0.225,0.6243975493886017,0.4408084201225547,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,10.0,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9580.0,3.0,3.0
6575175.719488,6575183.097504,0.0,True,False,6575178.797504,6575180.799392,6575181.078976,True,False,0.45,0.225,0.225,0.03383875935355185,0.805764665562067,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,3.074519795365062,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9579.5,3.0,3.0
6575183.10448,6575189.914496,1.0,False,False,6575185.713504,6575187.715296,6575187.896,False,False,0.45,0.225,0.225,0.3996428311546697,0.29188323116476456,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.6122675016300696,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9580.0,3.0,3.0
6575189.921504,6575204.230496,0.0,False,False,6575199.913504,6575201.916096,6575202.212,False,False,0.45,0.225,0.225,0.8724097306575904,0.6525484129266016,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,10.0,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9579.5,3.0,3.0
6575204.23648,6575211.230496,1.0,False,False,6575207.063488,6575209.066336,6575209.222976,False,False,0.45,0.225,0.225,0.6518317715408289,0.26521810673004553,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.832485054073942,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4651.5,14390.5,9579.5,3.0,3.0
6575211.23648,6575219.28048,0.0,True,False,6575215.06448,6575217.066208,6575217.269984,True,False,0.45,0.225,0.225,0.17125346276666054,0.6451066946049904,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,3.8240393988849597,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4651.5,14390.5,9579.5,3.0,3.0
6575219.287488,6575227.713504,0.0,False,False,6575223.581504,6575225.582112,6575225.708992,False,False,0.45,0.225,0.225,0.30526481556602214,0.8635948873860347,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,4.299461499770548,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9579.5,3.0,3.0
6575227.719488,6575239.097504,0.0,True,False,6575234.913504,6575236.91632,6575237.084992,True,False,0.45,0.225,0.225,0.18975210823810662,0.5358461996186389,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,7.184341268401197,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4651.5,14391.0,9580.0,3.0,3.0
6575239.10448,6575245.78048,0.0,False,False,6575241.447488,6575243.450176,6575243.769984,False,False,0.45,0.225,0.225,0.2778458240627285,0.7940661515768699,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.3338465617055792,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4651.5,14391.0,9579.5,3.0,3.0
6575245.786496,6575252.847488,0.0,False,False,6575248.647488,6575250.648416,6575250.833984,False,False,0.45,0.225,0.225,0.4848110120063672,0.6794673561656032,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.8578676059110992,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9580.0,3.0,3.0
6575252.855488,6575260.497504,0.0,False,False,6575256.347488,6575258.349344,6575258.486976,False,True,0.45,0.06428571428571428,0.3857142857142857,0.1772307126155288,0.0777699302396242,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,3.494491371983554,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9579.5,3.0,3.0
6575260.503488,6575266.830496,0.0,False,False,6575262.681504,6575264.682272,6575264.816992,False,True,0.45,0.06428571428571428,0.3857142857142857,0.4535628338233315,0.6836325245986783,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.1751544528253874,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9579.5,3.0,3.0
6575266.83648,6575277.314496,1.0,False,True,6575272.914496,6575274.916128,6575275.302976,False,True,0.45,0.06428571428571428,0.3857142857142857,0.7832101028496301,0.2936741491483492,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,6.083093418029277,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9579.5,3.0,3.0
6575277.321504,6575291.46448,0.0,False,False,6575287.314496,6575289.316288,6575289.46,False,False,0.45,0.06428571428571428,0.3857142857142857,0.5373616719352249,0.8395148044804613,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,10.0,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9579.5,3.0,3.0
6575291.470496,6575305.130496,0.0,False,False,6575300.847488,6575302.848128,6575303.112992,False,True,0.45,0.06428571428571428,0.3857142857142857,0.120861097112963,0.2313492956433464,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,9.37922046093715,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9579.5,3.0,3.0
6575305.137504,6575312.430496,0.0,False,False,6575308.147488,6575310.149344,6575310.416,False,True,0.45,0.06428571428571428,0.3857142857142857,0.1878798770448179,0.12822634531315513,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,3.0078057284971917,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9579.5,3.0,3.0
6575312.43648,6575326.714496,1.0,False,True,6575322.430496,6575324.432128,6575324.708992,False,True,0.45,0.06428571428571428,0.3857142857142857,0.3461125872148366,0.40216986925703346,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,10.0,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4651.5,14390.5,9579.5,3.0,3.0
6575326.72048,6575335.16448,1.0,False,False,6575330.814496,6575332.815392,6575333.148,False,False,0.45,0.06428571428571428,0.3857142857142857,0.2942664749293883,0.7544655083794317,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,4.087575622700065,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9579.5,3.0,3.0
6575335.170496,6575343.497504,1.0,False,False,6575339.36448,6575341.36624,6575341.48,False,False,0.45,0.06428571428571428,0.3857142857142857,0.1408986636524724,0.6716793117887505,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,4.186878379364916,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4651.5,14390.5,9579.5,3.0,3.0
6575343.50352,6575349.84848,0.0,False,False,6575345.680512,6575347.683168,6575347.836992,False,True,0.45,0.06428571428571428,0.3857142857142857,0.5138765776901038,0.2878051919834842,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.1782364009998707,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9580.0,3.0,3.0
6575349.854496,6575356.46448,0.0,False,False,6575352.231488,6575354.233408,6575354.445984,False,True,0.45,0.06428571428571428,0.3857142857142857,0.35389065396578,0.010407427588909668,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.376187495192364,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9579.5,3.0,3.0
6575356.471488,6575363.647488,0.0,False,False,6575359.46448,6575361.466336,6575361.633984,False,True,0.45,0.06428571428571428,0.3857142857142857,0.10053998572280454,0.2144363535926762,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.9870200909127824,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4651.5,14391.0,9579.5,3.0,3.0
6575363.654496,6575373.647488,0.0,False,False,6575369.514496,6575371.516192,6575371.640992,False,True,0.45,0.06428571428571428,0.3857142857142857,0.6718933608116806,0.6293115147134088,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,5.8550748589169315,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9579.5,3.0,3.0
6575373.653504,6575413.86448,1.0,False,True,6575383.647488,6575411.482336,6575411.856992,False,True,0.45,0.06428571428571428,0.3857142857142857,0.5956479064033985,0.1729062479202571,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,10.0,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9580.0,3.0,3.0
6575413.87248,6575444.747488,1.0,False,False,6575423.864512,6575442.400256,6575442.744992,False,False,0.45,0.06428571428571428,0.3857142857142857,0.4695481868090988,0.5675317584220849,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,10.0,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9579.5,3.0,3.0
6575444.754496,6575451.197504,1.0,False,False,6575446.98448,6575448.982176,6575449.184,False,False,0.45,0.06428571428571428,0.3857142857142857,0.2934633998600561,0.6706077783985485,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.2223327255975596,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4651.5,14391.0,9579.5,3.0,3.0
6575451.205504,6575457.947488,1.0,False,True,6575453.797504,6575455.801088,6575455.944,False,True,0.45,0.06428571428571428,0.3857142857142857,0.4866898119719313,0.16521147918035917,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.5980976876452075,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9579.5,3.0,3.0
6575457.954496,6575465.897504,1.0,False,True,6575461.747488,6575463.749312,6575463.890976,False,True,0.45,0.06428571428571428,0.3857142857142857,0.931318637249271,0.023593724011924166,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,3.789507437717918,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9579.5,3.0,3.0
6575465.903488,6575548.847488,1.0,False,True,6575475.897504,6575546.655264,6575546.832992,False,True,0.45,0.06428571428571428,0.3857142857142857,0.5819278664500301,0.22095449855789617,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,10.0,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9580.0,3.0,3.0
6575548.854496,6575556.381504,1.0,False,False,6575552.197504,6575554.20016,6575554.368,False,False,0.45,0.06428571428571428,0.3857142857142857,0.5460819709622582,0.6607006280622938,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,3.3345453224091353,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9580.0,3.0,3.0
6575556.38848,6575584.414496,1.0,False,True,6575562.74848,6575582.366144,6575582.402976,False,True,0.45,0.06428571428571428,0.3857142857142857,0.9237422830092231,0.08393056974618152,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,6.356610371949641,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9579.5,3.0,3.0
6575584.421504,6575595.597504,1.0,False,True,6575591.398496,6575593.402304,6575593.592,False,True,0.45,0.06428571428571428,0.3857142857142857,0.6442030554295527,0.0993524974064014,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,6.983346943700013,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9579.5,3.0,3.0
6575595.60448,6575620.497504,1.0,False,False,6575600.84848,6575618.367328,6575618.488992,False,False,0.45,0.06428571428571428,0.3857142857142857,0.8393086675577304,0.731020416423719,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,5.2443808698440595,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4651.5,14391.0,9580.0,3.0,3.0
6575620.50448,6575656.24752,1.0,False,True,6575624.681504,6575654.033216,6575654.234976,False,True,0.45,0.06428571428571428,0.3857142857142857,0.6422296126810509,0.10705942261967905,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,4.1715823254247475,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9579.5,3.0,3.0
6575656.254496,6575664.681504,1.0,False,True,6575660.531488,6575662.53312,6575662.664,False,True,0.45,0.06428571428571428,0.3857142857142857,0.778373643577323,0.0010701031860909094,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,4.273525391885001,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9579.5,3.0,3.0
6575664.68848,6575676.581504,1.0,False,False,6575672.431488,6575674.432288,6575674.564992,False,False,0.45,0.06428571428571428,0.3857142857142857,0.3668433123383905,0.4246623257701849,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,7.7467083420957366,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14391.0,9580.0,3.0,3.0
6575676.58848,6575708.34848,1.0,False,True,6575680.881504,6575706.184192,6575706.332,False,True,0.45,0.06428571428571428,0.3857142857142857,0.38895330439941045,0.3685719878802204,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,4.28865359586278,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9579.5,3.0,3.0
6575708.355488,6575726.731488,1.0,False,False,6575710.381504,6575724.60032,6575724.724,False,False,0.45,0.06428571428571428,0.3857142857142857,0.10028253624674377,0.49344147038899344,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,2.022766175203657,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.5,14390.5,9579.5,3.0,3.0
6575726.738496,6575752.581504,1.0,False,False,6575734.997504,6575750.399296,6575750.565984,False,False,0.45,0.06428571428571428,0.3857142857142857,0.37925325747602934,0.8678462825135128,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,8.25133857267684,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4651.5,14390.5,9580.0,3.0,3.0
6575752.58848,6575766.24848,1.0,False,False,6575756.547488,6575764.167136,6575764.234976,False,False,0.45,0.06428571428571428,0.3857142857142857,0.5564720758303074,0.8600176597874866,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,3.9526509698405077,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4652.0,14390.5,9579.5,3.0,3.0
6575766.255488,6575773.915488,1.0,False,False,6575769.74848,6575771.749344,6575771.900992,False,False,0.45,0.06428571428571428,0.3857142857142857,0.5571925820376089,0.7941043445434036,0.053,0.057,20.0,20.0,60.0,0.0,1.0,2.0,2.0,2.0,3.0,2.0,10.0,3.4977019172860335,1.0,2.0,0.0,0,0,0,,None,,,,,None,,None,,None,,None,,,,off,0.5,on,on,0.0,False,None,None,None,None,,4651.5,14391.0,9579.5,3.0,3.0
